;author_id;username;author_followers;author_description;author_location
14223;49641853;Cesaurio;1078;Analista de sistemas. Retired.Ex:BalconistaTécnico em _mainframes_Programador em linguagem de máquina _Assembly_ uControladoresDSPC / C++...🚩🏴🏳🇧🇷;Brazil, Serra Catarinense 
14224;37735038;mottacl;1032;(...) chega um momento na vida da gente, em que o ÚNICO DEVER é lutar ferozmente por introduzir, no tempo de cada dia, o MÁXIMO de eternidade - Guimarães Rosa;Sao Paulo - SP - Brazil
14225;1056744052425703425;jorraneslins;11;🙎🏾‍♂️ 22|Salvador-BA;Salvador, Brasil
14226;1461057568466472965;rozemimsouza;82;Pai de Sofia e Mateus.Homem de Maria.A teia de nossas vidas...;
14227;1364357204233637895;CESARAMARALNET1;1829;*Analista de Segurança da Informação*Mestre Capoeirista.;No fim do mundo!
14228;33616837;aleestefan;42295;A Esquerda liberta, a Direita oprime! Serve para a vida e para abrir torneira. 😉;Rio de Janeiro, Brasil
14230;148184217;Emilsonrwerner;4063;Homem de esquerda, sin perder la ternura jamás. Se quer que eu vá pra Cuba, é só passar o pix da passagem de ida....;Curitiba - PR
14231;100201674;donairene13;46665;Do Piauí para o mundo. Contato: donairene013@gmail.com;Porto Alegre, Brasil
14234;62380024;glaucochalegre;2318;Soteropolitano, petista, leonino, torcedor do Baêa e apaixonado pela vida! Vice-presidente Estadual do PT Bahia;Salvador Bahia
14235;234599469;cajuhalmeida;268;matéria barro de querer impossibilidades.;Salvador, Brasil
14236;391135937;gsc89;8;;São Paulo, Brasil
14238;701573061741514756;camismarques_;64;câncer com ascendente em virgem e lua em capricórnio;Rio de Janeiro, Brasil
14241;174457317;eiMarilia;1650;Eu sou da América, Sul da América, South America (...) Sou do Ceará - Geografia, Séries, Filmes, QA Tester, @CearaSC;Fortaleza-Ce
14242;1187019017246117888;leona__leo;136;Nascida em Mogi das Cruzes-SPAdotada em Outubro/2018Abandonada em Junho/2019Resgatada.Tive 5 casas.Vivendo na sexta. Mas agora é a definitiva!;
14246;1402989384;Dayane1118;192;Escritora. Sobreviveu a 2020https://t.co/N65qylQDmi(Ela/Dela);Guarulhos
14248;1436568963882835968;alexandreaba82;0;Fé;Osasco, Brasil
14251;2604793986;punkesquizo;114;psicólogo e hater de psicólogo;
14253;940995722555641858;errrcel;501;dizis, séries e livros;
14254;946459738430205952;Lua_Weins;91;Linda pa caraí;na tua
14255;2984625154;umantropologue;1853;Cientista Social e Doutor em Antropologia Social pela @ufam_ • Interesses: Gênero - Amazônia - Família e Parentesco.;Manaus, Brasil
14257;2841646338;DayseJaremtchuk;26;;
14259;820616969699336193;BrunnoMdeC;65;Físico-Physicist,                   Brasileiro-Brazilian,Pai-father.                                             If you only see in the grayscale, nevermind.;Campinas, Brasil
14262;30105831;daniamatte;67;comunista de felicidade;Maceió, Brasil
14268;718508043479183360;imthesailor;800;𝑰'𝒍𝒍 𝒑𝒓𝒂𝒚 𝒕𝒐 𝒕𝒉𝒆 𝒍𝒐𝒓𝒅 𝒕𝒉𝒂𝒕 𝒃𝒂𝒃𝒚 𝒊'𝒎 𝒚𝒐𝒖𝒓𝒔;𝙳&𝙳•𝙷&𝙷
14269;334363508;confeiteiradev;673;Confeiteira da Kitz Cakes ❤;São Paulo - Brasil
14270;884932423431196672;danielaressiore;27;;
14271;3366899650;raphaelrfreire;98;Jornalista e pai da Pandora 🐶;Volta Redonda, RJ
14272;1392984177147006980;Daniel_5891;28;Estou aqui só pelas figurinhas!;Rio de Janeiro, Brasil
14273;1056716578249695232;Willcwilliams1;115;;
14276;1181724503119925248;nmvi_;200;Apenas uma menina do interior tentando ser cientista 🌳🔥👩🏾‍💻Bióloga, doutoranda em ecologia no INPA#secondaryforest#Amazon#tropicalforest;Tefé/AM 🔁 Manaus/AM
14279;3183537537;tatianascout;126;all I am is a body floating downwind;Salvador, Brasil
14281;3339446794;matheuzosantos;722;Perdido no personagem.;Brasília, Brasil
14286;1636538804;Multimauricio00;110;Perfil destinado a comentar todo tipo de programa de televisão. Segue aí! 📺;
14289;221212053;danyllo_franco;274;:. Fotografia & Design & Cinema .:;São Paulo, Brasil
14290;1883894684;nathmart11;528;“Nathália Stormborn of House Martins, the First of Her Name, the Mother of Cats”;Cachoeiras De Macacu - RJ
14292;414060046;_leeticiagarcia;520;scared, angel?;Edom
14297;2872753720;_carolgoncalos2;728;;Serra, Brasil
14299;910127640652238851;amdboliveira;165;Dos Crimes e dos Tributos. Cheia de gracinha. Me mantenho à esquerda.;Sao Paulo, Brazil
14300;1267280429926793216;Grazi_RCarneiro;130;Participo sendo um mistério do planeta#FisioTwitter #fisioterapeutaintensivista #fisioterapeutaoncologica#feminista #antibozo;
14306;137794796;srtapalms;334;Cansada.;São Paulo, Brasil
14309;2734785568;Ifuseeknessa;263;Taurina - 1994 - Engenheira Ambiental. 🌳♻ Instagram - nessamaluf;Brasil
14310;1167127740;bruvalpassos;1705;carioca baiana • @fluminensefc • @gresmangueira •;
14311;322373501;augustocpedroso;132;;
14312;712773656812904448;pedronegresiolo;127;;São Paulo, Brasil
14314;1253880000476053506;IsaFBittencourt;572;𝑝𝑙𝑒𝑎𝑠𝑒, 𝑓𝑜𝑟𝑔𝑖𝑣𝑒 𝑚𝑒, 𝐼'𝑣𝑒 𝑔𝑜𝑡 𝑑𝑒𝑚𝑜𝑛𝑠 𝑖𝑛 𝑚𝑦 ℎ𝑒𝑎𝑑 ll INFP ll 💍@nanda_20bh;Santo André, Brasil
14319;1217557634791985152;SN00T22;68;#safemoon #ecoinfinance;
14321;581316110;fabiaojss;66;; Vai Corinthians 
14323;288265687;niltonConte;19;Nilton Conte - Bacharel em Sistemas de Informação, Graduado em Pedagogia, e Pós Graduado em MBA em Gestão da Tecnologia da Informação.;
14324;56489499;cerejaS2_;429;Lolzeira assumida, colorada por amor, sagitariana, amante de gatos, cervejas e corote, comentarista de reality shows quando tô afim e rebolo a raba as vezes.;São Paulo
14327;377769308;isavtristao;210;tá isa no @, mas faz favor e chama de dora;Goiânia
14328;1711662560;ciaonathalya;172;Libriana, futura geóloga, desenhista técnico, baixinha e um amor de pessoa. (se tudo der errado me contratem para serviços de geoprocessamento).;
14329;1020700332907802631;gabrielebs;142;overthinking;São Paulo, Brasil
14330;481255045;belizaswift;5936;she/her || Brazilian, 27y, master's student in psychology.Swiftie since 2008.Multifandom.;Porto Alegre, Brasil
14331;1089125180037840897;CECAnninha;1589;Para os desavisados: essa conta só fala do Cruzeiro💙💙💙;
14335;1266099316462178304;IzabelaJamilly;88;Pernambucana respirando ares amazonenses desde 2006 e atualmente curtindo a vibe brasiliense. Defensora de Direitos Humanos. Cinéfila e apaixonada por livros.;
14339;1503809374480912386;pes2021mod;0;;
14340;2631692692;gui14_nfs;107;Poema e problema pra sua vida;São Paulo, Brasil
14341;96664365;_peresmari;239;a garota do traje esporte na entrevista de emprego.;São Paulo- SP
14342;56468618;ehtoni;3373;Meu anjo, eu não sou santo não. ✨;Fortaleza - CE
14346;60396241;onorata77;927;Tecnóloga em RH, Pedagoga, Tecnóloga em Gastronomia, Especialista em Gestão Estratégica de Pessoas e estudante de Psicanálise. Amante dos animais e de política.;Limeira, Brasil
14349;26054601;MisaoTR;349;It's Madness ♫;Brazil
14350;1624350968;beladejour;320;Conduta ilibada;Fortaleza, Brasil
14351;2875558497;ju_lei_te;35;;
14352;1333064676486344704;giovdutra;292;INTER;
14355;50042377;thiicos;318;🦂;
14358;702544059475337218;vhrochaa;197;;Uberlândia, Brasil
14360;15930274;guh008;145;Vige! fala lá com meu advogado...https://t.co/vehE2mXt4m;SP
14361;246969343;patucao;215;;Salvador, Bahia, Brasil
14363;187270705;whyhariel;227;Tradutor em formação, usuário de CATools e sobrevivendo ou existindo a cada dia nessa desgraça de país. amo maracujá e sopa de ervilha :) odeio criança!;elsewhere, Brasil
14364;1388192467493736452;atcalledsemy;410;acima de mim só deus e o disco vuadô;Maringá, Brasil
14366;172157875;deboinhaz;280;🪬♒️;São Paulo, Brasil
14372;80213774;palhacomeleaga;1326;Fluent in Sarcasm. Beauty fades, dumb is forever!;
14373;77024701;malsucedida;1113;meu bem, eu sempre fui selvática;manguetown
14376;39982410;betobarbo;973;CEO @astanapay Head of Innovation @acieg Real Estate Investor @di_entre #proptech #Fintech #DataDriven #blockchain #asset based enthusiast;Sem Fronteiras
14382;746950523367063552;corujatriste;182;tenho quase 30 anos de sonho, de sangue e de América do Sul (ela/dela);
14385;73779093;steverogersbxd;492;"A minha vida é fazer o bem vencer o mal ;) Ouça o CarretaCast";Rio de Janeiro, Brasil
14388;157406747;magalhaesaleh;170;Descobrindo o amor de Deus apesar desse mundo a cada dia.;Fortaleza, Ceará, Brasil
14391;148768664;KauryM;376;Instagram: @kaurym lSeja a luz que você deseja ver no mundo. #FluminenseFootballClube;Niterói, Brasil
14392;35125315;ranierecarvalho;508;"""Consegui meu equilíbrio cortejando a insanidade"" Descaminhando";Brasília, Brazil
14393;2732701449;melhorhora;1407;boa noite - djavan;.
14396;130738907;dihzaao;1343;quando eu morrer, quem sabe viro genial.;São Paulo, Brasil
14397;140176665;Kel_GS;108;Um nerd que  games, animes e por ai vai;São Paulo 
14398;50886776;micheli_nunes;1187;I do this bullshit like eight times a week;São Paulo
14399;2752802956;EveOlbrich;42;Publicitária, Palmeirense, empresária e estudante de direito. Apaixonada pela natureza, pelos animais, pela música, por livros, histórias e poemas. 🍃☀️;São Paulo, Brasil
14400;1498718606145822724;Ajudem_algodao;8;Me ajudem pix 61982069309;
14407;17514995;orathiago;89562;faço videos, escrevo coisas, mas não leio reply / metade do @segundamaopod / moro em sp, mas sou pernambucano, olha o respeito ✉️: orathiago@brunch.ag;São Paulo
14408;106492929;kuttendark;271;Gosto de discussão, gritaria e sangue no olho;
14409;1166310321335754752;rafaela_rocm;92;amante de chulé canino;
14413;135240722;JorgeClaudioJr;259;PSN_ID: Mr_SoneroTelegram: https://t.co/QFPi7TK3nF;Rio de Janeiro
14415;85376263;amylaag;367;Em situação de vulnerabilidade estética.;Campina Grande, Brasil
14416;279139700;tambor3s;578;Med Vet  🐾Te procuro em histórias 💙🎶;
14418;4151520862;franscielaheika;644;totalmente maluca das ideia;no inferno, brasil
14419;15029853;zoioioioioioioi;108;era uma tv philco-hitachi stereo e fria;
14422;19701118;BRNRDN;119;buscando os três pontos;São Paulo, Brazil
14423;2830627476;laipimentel;172;... E porque muito amou e se ganhou de amar desperdiçadamente, seu lar não construiu.;The Bad Good Place-BA, Brasil
14424;1453349226574974983;buenrubi;58;mis pronombres?dem/bow(ele/elu/ela);
14425;735861872164016128;universkth;388;•this is not gonna be the last time• jeon jungkook;magic shop
14427;193498543;BiaatsoC;137;com as palavras todo cuidado é pouco;
14429;47038093;thalic_;780;queria estar na praia;
14431;1285363325229039621;dudassampaioo;86;✨🌪;
14432;1205659136186343424;NascimentofDuda;62;;
14434;2896916183;paraluanjoo;2712;@luansantana @flamengo @gabigol 💘Surtada pelo Flamengo ❤Luan seguiu: 11.12.20;
14436;224884289;marcosgentiljr;225;- Liberalismo é vida!;Florianópolis, Brazil
14438;801500257993555972;_kitcath_s2;3084;ser vivo que ainda não sabe pra onde deve ir ... ☭🐱🏳️‍🌈;
14439;42233179;alvarodrigueza;18774;Co-founder and Managing Partner of @IGNIA_Fund. Senior Lecturer @HarvardHBS;Mexico City / Boston
14440;160297002;haleyyjscott;1462;“É sobre isso e não tá tudo bem.” @rosehathqway 💖;🇬🇷 • she/her
14441;625884185;luca_severo;113;e agora?;Rio de Janeiro, RJ
14442;153436909;carlinhamcz;16;;
14443;69066213;marianadealima;87;the sun rises even after the darkest nights;Recife
14445;25433982;andre_leone;377;Gosto dos venenos + lentos, das bebidas + amargas, das idéias + insanas, dos pensamentos + complexos, dos sentimentos + fortes (C. Lispector);São Paulo
14446;37235171;Marctxr3;297;Bonvivã e conossér das bagaça tudo;
14448;3864929195;geovanaloop;332;;Valparaíso de Goiás, Brasil
14449;805513348603408388;b_e_r_l_i_m;241;O que eu quero, Mário Alberto?Eu quero aquela lança enfiada até o talo, Mário Alberto;na garupa dela
14452;1484842922935828480;Gabissandrini;28;o que importa é o coração;
14453;1115636095;carololimpo;2841;Produtora sem nome 📺Romni full pistola 🐎eu faço um monte de coisas 🤯Ela/Dela #BrasilRomani #BlackLivesMatter;021 - 027
14455;1424644289963958276;renatafoli;149;Psicanálise e algum reality do momento ...   NÃO COMPRE, ADOTE!          FORA GENOCIDA;Sao Paulo, Brazil
14456;14142120;polypop;1740;She is messy but she's kind she is lonely most of the time she is all of this mixed up and baked in a beautiful pie she is gone but she used to be mine;Vitória, ES
14462;1479893562074542083;luisasjournall;1953;luisa sonza e  BBB23. - fan acc.;
14464;36546878;ferbrito;443;distraída com bom humor.;Bahia, Brasil
14469;813832855470084100;mini_tigresa;47;tem rato na minha cama;Belo Horizonte, Brasil
14475;3416806036;Pris_GTeixeira;213;@flamengo ❤ | 𝑪𝒂𝒓𝒊𝒐𝒄𝒂 💙 | 𝑨𝒒𝒖𝒂́𝒓𝒊𝒐 ♒ |  𝑨 𝒉𝒖𝒎𝒂𝒏𝒊𝒅𝒂𝒅𝒆 𝒆́ 𝒖𝒎𝒂 𝒅𝒓𝒐𝒈𝒂 𝒆 𝒆𝒍𝒆𝒔 𝒏𝒂̃𝒐 𝒎𝒆𝒓𝒆𝒄𝒆𝒎 𝒔𝒆𝒓 𝒔𝒂𝒍𝒗𝒐𝒔 👽🛸;Maricá, Brasil
14478;62405516;Lekkerdices;559;Uma advogada queimada das ideias que ganha a vida tecendo crônicas dos direitos alheios do Trabalho.Join us on Spoutible, will ya?https://t.co/pamA2KWQUY;São Paulo
14479;2463550543;erikinhatti;2402;Aquarian ♒Estudante de Design Digital📚✏️Emancipate yourselves from mental slaveryNone but ourselves can free our minds 💭🍃🌸;
14481;409722396;sammervictor;23;;salvador-ba
14482;928963479037534208;fmezencio;23;aero engineer. plant based. dog lover.;
14489;837847472663842817;Ritinha_Andrews;721;Apaixonada por cinema, livros, teatro, novelas, músicas antigas, devota das old, amante de celebts que já morreram e muito porra loka! BORA TWWWITAAAR!!;São Vicente, Brasil
14491;504970167;tai_marquex;326;♒️;
14493;332341118;luciasouza10;22;;São Paulo
14494;72433815;iagomartinns;518;"mt natureza com mt sol; espiritualista, RTs de comicidade, memes críticos, arte & cultura & literatura. Tem sh*tpost tbm e alguns expurgos mentais. Have fun!";fortaleza- CE
14495;1628709602;ladyinsomnia_;708;welcome to my life | minha personalidade é ser fã de algo/alguém;
14496;1084592465380888576;danibuffay;58;eu nem queria tá aqui;
14497;66424284;gabmontanha;990;"mestre em direito | ufu 📚 e vascaíno 💢;                         hardcore 💀❤️ e petista  🚩";Uberlândia, MG
14500;2536619508;deusadahumildaD;453;Eu sou maluca, tudo aqui é sarcasmo, ironia e meme. Nada para ver por aqui, circulando.;
14501;1258839126415204352;gabimeello_;99;Hey Lord, you know I'm fighting, I'm sure this world is done with me, hey Lord, you know it's true;Manaus
14502;1015977410850885632;Liaa_ferreiraa;677;♍É puro sentimento💙Insta: liaa_rf;Caxias do Sul, Brasil
14503;1412482830194688000;michullin_;16;Analista, entusiasta de tech sabendo vários nadas e se falar mal das minhas gatas fofas, vai levar um mocão;Vitória, Brasil
14507;37553238;adrianaq21;237;Formada pela FEA-USP. 20+ anos na área de Tecnologia. Liberal na economia, Reikiana nos costumes ✨🙌🏼✨ Inconformada c/ o ponto em q deixamos chegar o BR 🇧🇷;São Paulo, Brasil
14508;47777746;claudinho_sfc;289;Santista e cervejista;
14512;51597730;Andre__Luis__;2207;Um cara que acredita ser o AMOR, o maior alimento da alma!;Belo Horizonte
14516;1497224180768587822;soloksg;144;im changkyun's husband;SP
14518;1083386805490249729;qxfnerx;138;S.C.C.P 1910💍;São Paulo, Brasil
14519;222190380;souprazeres;272;Sou uma pessoa divertida, que só quer o bem do mundo e viver a vida.;
14525;90076774;amigadefulana2;207;Opiniões não requisitas sobre aleatoriedades e muita reclamação;Brasília - Brazil
14530;48821294;ReclameAQUI;94741;O produto atrasou, o serviço falhou e o fornecedor te ignorou? Reclame AQUI.#ReclameAqui20anos;
14531;73483417;lopes_barbara3;388;| Editora | Designer | Mãe da Bebel | & Cansada| Podcaster no @ramdomico;São Paulo
14532;2141621;gustavozago;3077;Adorado pelo povão, tenho uma casa de 5 andares,6 cachorros que me amam. Não sei andar de bicicleta, mas sei lamber o cotovelo.;Sao Paulo, Brazil
14535;215075721;rodrigare;382;chulapada na vida e reflexão não fundamentada;
14536;1273041723913048064;koogipost;2531;@koogiwrd;28y
14541;16733527;oxe_taka;94;Brazilian & Sad🍹 Valeu Ritalina🙂🙃;東京都
14545;1440106778;mazifreax;2446;e todo dia vai ser pra sempre um recomeço;São Paulo, Brasil
14548;1483218938527993860;gerin59;40;;
14549;1478932411111165954;WilliamRosembe2;136;;
14550;832015440155176961;MauroMoraesArte;257;Culture, art designer,books many books, vegan,passion for art, painting, sculpture, photography, cult cine, cats (felines), sensuality, eroticism no pornography;Niterói Rio de Janeiro Brasil
14553;15166137;MercadoLivre;226861;Entrego tudo na casa mais vigiada do Brasil e na sua também! 📦 Fale com o suporte em @ml_ajuda ou acesse o site https://t.co/bpGY3OQtHc;
14555;178133188;brunnaa_d;156;;
14559;56580549;diego1095;41;;
14560;1315288775908560896;cuscuzebaiao;243;assisto filmes, reclamo o tempo todo e escrevo uns livros;NOTTING HILL
14562;174511243;Miorshmallow;66;pelo visto eu sou cigana e não foi dessa vez que plantei o meu umbigo;PR - Brasil
14565;717015061315915777;r_mmonroe;245;♈️;São Paulo, Brasil
14569;382724747;burndean;834;sempre querendo estar morto;spn ahs to jt t100 pd
14570;46663104;sabrinaserafim;273;🌿Relações Públicas. Professora. Pesquisadora de Divulgação Científica e Mídias Sociais.;São Paulo
14572;73596195;rmtakata;7160;Homo sapiens sapiens (neanderthalensis et denisovanus) var. differentiatus (sensu G. Ferreira) subvar. stultus utilis f. biologus-equivocatus;-22.90576,-43.2265289
14573;74644165;kfkavalco;657;Bióloga evolutiva fazendo ciência no Brasil por teimosia. Mulher, mãe, feminista, progressista e professora universitária. Divulgadora de Ciência.;Rio Paranaíba MG
14575;1311859725470961666;evhoffmann_;92;low profile;Brasília, Brasil
14577;2654446707;gabrielaogatinh;20683;Distribuindo felicidade e as vezes entretenimento. fã de got e sherek, o resto é resto;Rj - bxd
14578;48836211;sementedomaw;254;;Brazil
14579;1303885478681366530;eaibrunna;32;;
14580;1192898670150193152;Naosouaroberta;23;casada,áries😍,ES,MG,SP,ES🏠Metas limitadas geram vidas limitadas .;Vila Velha, Brasil
14582;2869942013;felipe_driendl;104;Historiador,aspirante a marketeiro, comprador oficial de ração da Pipa e da Lorie e poliglota: português ↔ merda.;
14583;732879806;___DENISE___EU_;11776;Após 15/06/21 passei a seguir todos de volta. DIREITA liberal. Por liberdades individuais. Censura não ! DEUS é mais ! #LulaLadrão - LEIA meu tuite FIXADO ⚠️⚠️;Rio de Janeiro, Brasil
14586;54952438;c_melillo;451;Paulistana da clara. Amante de animais e do meu pais 🇧🇷 jumentos não tem vez aqui.;Braziu
14587;280071044;Pedrooliveirahd;128;;Belo Horizonte
14588;1371823430476120066;Ojoaooficial;47;Wich The Sense...?;Porto Alegre, Brasil
14592;266777687;kenbueno;461;Não sou novela mas pode me acompanhar...;Rio de Janeiro
14593;994662905768480768;dabrunamaia;27006;Cartunista, roteirista, escritora, jornalista, pintora|Colunista X de SexoAutora de Parece que piorou e Com todo o meu rancor|;
14597;60438866;satrirey;889;Jornalista | Journalist | Periodista - 📝 Máster en Periodismo y Comunicación en la @universidadeUSC (🇪🇸) | BEME 22/23 | Antes @g1, @tvglobo e @jornalodia;
14600;34682232;qcatarinaq;729;se coloca no lugar dela cinco segundo;
14601;1291116613706698760;marcolusasilva;91;Lusa do Canindé, voltaremos.;
14602;86619146;procrastinamos;78;Soro nos sonoros;Brazil
14603;1245341356907728897;ldne_;29;cansada;São Paulo, Brasil
14604;904134805;allleacim;902;tô aqui só pra reclamar;Barueri, Brasil
14605;1496277169923932161;Samueljrrs;19;;
14610;140484229;_thlucas;198;Não nasci pra ser perfeito e sim pra ser feliz!;Belo Horizonte/Brasil
14612;42701106;Fe_Fi_Fo_Fu;125;;
14614;1163281228415602688;souza2andressa;36;Opinião sobre quase tudo, certeza de nada.;São Paulo, Brasil
14615;620474969;nilssoares;1024;emocionado, ansioso e cansado;Campinas, Brasil
14619;629786836;mamamoogalaxy;6453;⠀⠀⠀⠀⠀⠀We are the one, we are the champion⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀;Rabanation's mother
14620;87164055;auroraluh;84;Tô aqui pelos memes ✌️;Brasil
14621;1049742380348440576;geisis_;327;Casos criminais & outras histórias 🔎 🔪 | Insta: @geisis | Contato: geisis.contato@gmail.com;Sao Paulo, Brazil
14626;924071731;shawnndown;1846;isso mesmo que voce leu, vadia eu caguei nas calças | jornalismo por ódio 🏳 ufrgs;
14627;1108059154651009026;joaovictrr__;38;;Recife
14628;112534691;viralizeabraco;39532;conta fã para fins de estresse 🫠;
14629;1285987442626101248;soamandah;218;São os meus divertidamente que trabalham aqui;
14631;199502394;luenak;152;indo;Fortaleza
14632;139521577;raicerqueira;7347;;Salvador, Brasil
14634;16628323;mairasaito;153;👵Millenial grandma🎂Professional cake eater open for business;Brasil
14635;1269854656236314624;TodoDiaGatinhos;424949;Muitas fotos de gatinhos, as vezes outros bichinhos, futebol, valorant e outros assuntos para alegrar um pouco o seu dia ♥️ ✉️gatinhostododia@gmail.com;DM para remoção de conteúdo ☺️
14637;266822614;Lanersn;702;Journalist📺Vegan for the animals - live and let live🐷São PauloFC🇾🇪Rock and roll🤘I don't question our existence, I just question our modern needs;São Paulo, Brasil
14638;205438389;miojofeliz;731;Sim, eu sou artista, mas por favor não me lembre.;Londrina, Brasil
14639;1400397068750004228;Channiewolfsun;376;The moon shines for everyone 🌕 Chanlix collector🐺☀️;chanlix collector.
14641;53290769;FranAmorim;195;Ela/dela | Bióloga FFCLRP/USP 🦋🧬| Estudante de Direito (Largo São Francisco) USP ⚖️ | Tentando encontrar um lugar no mundo 💚#Feminista #ForaBolsonaro;São Paulo - SP - Brasil
14643;244539982;MDbeatsdj;240;;BH, MG...Brasil
14644;859155697;sambinhatriste;136;Faxineira na empresa Casa de Banho's Yubaba. Criança de sobretudo tentando entender como veio para aqui.;
14648;62900055;ppaly;17576;Por um Brasil justo para todos, direito a vida, a propriedade privada, a autodefesa, liberdade econômica e de expressão.;São Paulo, Brasil
14649;1341477779314008064;joawo2;163;how deep is your love?;bsb
14650;942851095919030273;murilovll;7281;;brasília
14653;120652991;Luigi_Leao;93;;
14654;923731522770923520;crentefobicaaa;110;Desperto crises de ansiedade;Recife, Brasil
14656;14548574;IonedaJun;2688;Ele/dele 🏳️‍🌈 Artista Gráfico e Diretor Criativo https://t.co/q9uCBcz1pC / 📧 jun@junioneda.com / Director https://t.co/eDjHGBTqhn / 🎮;São Paulo
14657;957316113473339393;ask8biebs;3334;fan account;Stratford
14658;44409632;GiovanniTDC;473;Publicitário, Vascaíno, Casado com Waleska e pai da Giovanna e Georgia!;Salvador, Bahia
14660;2624301628;lligeira_;262;;
14662;27274958;mah_ueda;141;;Brasil
14663;53263829;ernandesouza;142;sem rumo, sem dinheiro, canceriana e completamente perdida, De Ipojuca PE para lugar nenhum .;Recife
14664;144418955;1gortiago;1065;"Um amapaense se deliciando com boas prosas, café coado na hora e fatias generosas de queijo minas; Copywriter na @MethaEnergia.";Belo Horizonte, Brasil
14665;1700462652;amariadocarmo;128;sommelier de coxinhas;
14666;30039249;Santanaalexus;586;Misantropo funcional | Demovedor Digital | 私は日本語を話せない | Renomado fotógrafo de bueiros;Rio de Janeiro
14670;825955424;fuckhunger;2586;you are what you love.;
14671;43596012;Nannezinha;125;Aventureira, um pouco confusa, muito falante, ama dançar! Apaixonada por diversão, adrenalina e desafios! \o/ Ah também AMO comentar reality shows 😬;Manaus, Brazil
14672;56157312;adamantiumbones;77;90% é foto de cachorro.;
14673;4149623182;skandhalizaxion;178;☀️♈️ •🌙♓ | ENFJ-A, True Neutral | #Programmer, #Illustrator, #ProjectManager and #MechanicalDesigner. Born to be a lagartixa flamejante. (EN/PTBR/DE);🇧🇷
14675;1214329248045060101;Hianckdealmeida;267;@Cruzeiro 💙🦊Instagram: @hianckdealmeidaCompre #Bitcoin;Contagem
14676;104904999;joohspencer;435;;
14678;181405895;_EmersonRaniere;614;Pernambucano 🇧🇷 👨‍💻 Dev 🎱 Lunático 🏋️‍  Crossfiteiro ☕ Viciado em Café 🗣 Comentarista ínfimo da política brasileira e de outros assuntos adjacentes.;Araripina, Pernambuco
14679;2938433302;raynnekkj;569;kurapika;
14681;296559322;vcsefoda;898;profetizaram a vinda de aliens, zombies, desastres naturais e outras mil coisas, mas acho mesmo que o mundo vai acabar em SOLIDÃO.;
14682;72101804;soumaliza;596;to aqui pra me contradizer - e reclamar escondido de certas pessoas.;São Paulo, Brasil
14686;22399916;guigallucci;165;Felicidade é só questão de ser! 💖✨;São Paulo, Brasil
14687;104982634;milloPins;816;Web Ops Contractor @ Riot Games Brasil, for @CBLOL and @valesports_br.Faço coisinhas de arte quando dá na telha.日本語を勉強します。;🇧🇷
14689;200693845;fdbkmidias;29;Empresa especializada em Comunicação;Brasil
14691;382376285;luu_bookstan;4853;#𝐙𝐚𝐧𝐞: “Please don’t leave me alone in the dark.” (Divide & Conquer)#𝐓𝐲: “I promise to never leave you alone in the dark.” (Crash & Burn);Brasil
14692;1321923393311150081;lanzhan_yi;86;Scoppia che la Vittoria è Nostra! 🐷  Super Junior - ELF💙 Kyuhyun 🎮 // Felix - Han  - Chan // YutaWangXian & HuaLian  // abruti87887;
14695;3894823695;ibagmood;960;livros, opiniões infundadas e obviáveis. 🌈 lésbica & batuqueira. 📚IG literário @gatonaestante_;Rio Grande do Sul, Brasil
14696;628721584;beyswho;2676;;
14697;25327843;fabiexpress;723;Imagine pleasant nonsense. ✨👽✨ Instagram: @fabi_expressTradutora, peculiar.;Brasil and beyond
14698;155727149;omundodejess;2323;Jess, 31 yo ♡ she/her - learning korean 🇰🇷 watching a lot of k-dramas and  talking about bts here and that  @imkookbaring  🤘🏻;São Paulo, Brasil
14702;275160874;putslore;1667;W@st3d;she/her - Multiple Fandom
14703;233156158;pliyoshi;65;Opinando para contribuir com pensamentos que possam ser úteis para a humanidade.;Sao Paulo, Brazil
14704;33505470;_vipelf;1018;💙 E.L.F 💙 - 26.06/❤ iKONIC ❤ - 18.05~No one hur*s my favs and l*ves. No one~@CrimMinds_CBS 15 seasons graduate /fan account/ @nycwinterkiss sis 10/10/18;
14706;60044342;fiadabionce;7396;marginal influencer;
14707;1213642874845220866;diletante95;33;pra você não tô;Salvador, Brasil
14708;1396310818627665921;WiiillzeraTV;1914;Streamer nas horas vagas   ∥   Membro da comunidade de criadores de conteúdo Bandai Namco Brasil, 505 GAMES e Iron Hide Studios ∥   Realizador de sorteios   ∥;Ratanabá,Brasil
14713;3091864984;CommanderSnow_;561;"𝑺𝑬𝑬 𝒀𝑶𝑼 𝑺𝑷𝑨𝑪𝑬 𝑪𝑶𝑾𝑩𝑶𝒀... 90's kid • cosplayer • I take super hot showers to practice burning in hell — mono Sova ; JJK stan ; Suguru Geto simp";ur local n-binary  — pisces 
14714;840028343164641282;Duldr_;1942;LDR ❤.Did You Know There Is A Tunnel Under Ocean Blvd?;
14715;82648751;moriondleon;1366;Prof. de Geografia e História 🌎⏳Apaixonado por games 💚Apaixonado por Rugby, Paixão, Honestidade, Disciplina, Solidariedade e RESPEITO ❤️🇧🇷🏉;Brasil
14716;123685733;gabilfs;1912;eu falo uns trem nada a ver @Cruzeiro @ManUtd;
